"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"123","Democracy",13,4.11893558301906,"Mixed",2.026,"South Asia",NA,NA,NA,NA,0.4147,0.1372,0.65,0.488,2.871,89.9,93.7,94.2,1.3713223918948,54.8959968537045,14.7450296477154,143350,20.402,6.2,4.30873,1.38007179319299,0.524208615491752,7.776,39.9222686422289,1.40303153317788,61.9125443542786,75.8356215141137,53.5880984249601,17.2489220780797,14.252512793748,19.04044693402,20.838520080974,9.91190173594165,27.3714330908145,3.95612215995789,NA,1.23009788741636,0.531690906776235,NA,2.029,10.3,4.7,41.5907220090687,22.0214522780508,1042.97397202867,11.7920425516347,30,2.28561554791537,3.4,41.6083,38.0228517477772,68.45,70.362,66.574,71.1500015258789,63.3300018310547,80.9800033569336,94.1800003051758,296541,96.2984,61.87253,30034989,29.3918331484684,64.5594465748024,6.04872027672925,209.52207185211,78.992,21.008,19574,7029,78.8789477162351,12.8,47.9,17.4853032787772,2.46,43.0538047912219,13.7,12.315,11.466,25.198,22.39,20.822,32.7272727272727,52,"Partly Free",3,3922.08129882812
"124","Democracy",124,8.53213200914645,"Proportional",1.579,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.3319,0.1005,0.02,0.812,3.835,100,100,100,0.431482022880334,54.9284815058731,29.7891297891298,33670,10.2,0.3,42.9461,3.07928978616481,8.24871026388801,9.8,63.6972525433989,3.72661252957236,2.25617489228278,1.45067932646932,2.97334515098016,13.9489914902471,5.56259929421046,21.4155735240597,83.7948336174701,92.9867444609324,75.6111018750068,5.50609016418457,NA,1.37664709536688,-11.217005209151,5.56413086919491,1.62,13.7,0,11.001980991981,1.51690755777424,48913.5189902522,18.161654148293,25.7,0.651365463420387,2.7,92.053,47.2419855487854,81.309756097561,83,79.7,NA,NA,NA,NA,57439,NA,NA,17533044,15.5026637276371,64.5459121374841,19.9514241348788,520.731927531928,7.428,92.572,99585,58,16.8846159783498,19.9,24.4,24.5070280167289,28.3,156.956168654023,4.502,4.21,3.949,9.196,9.572,9.946,39.3333333333333,11,"Free",1,56784.0390625
"125","Democracy",164,3.03055098447449,"Mixed",1.319,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3815,0.1677,0.008,0.825,3.795,100,100,100,0.345590148745456,53.4187016992731,2.33944779917208,263310,11.48,4,35.2628,19.447027403107,6.75824154324731,6.83,NA,3.90646777825688,6.07109764299309,4.31317379391308,7.65711071599489,20.0189977621878,9.35126074927036,29.6435161226883,73.9099045948191,86.3355654568166,62.6993731613168,5.54822015762329,NA,1.16789777249676,1.78987576941341,-0.421538591179962,1.64,20.3,0,37.6306509437545,5.78022431553644,41225.7927835812,18.9694982180802,NA,2.60131307831324,0.7,95.7321,47.4842500488113,82.2073170731707,84,80.5,NA,NA,NA,NA,38220,NA,NA,5111300,18.8906428265439,65.181093927504,15.9282632459521,19.4117200258251,13.211,86.789,1794,33,23.0218721264297,12.3,15,NA,17.8,48.5496455680671,3.888,3.776,3.675,10.132,10.454,10.756,49.1666666666667,19,"Free",1,43110.37109375
"126","Non-democracy",5,2.13783,"Proportional",2.411,"Latin America (incl. Cuba, Haiti, Dominican Rep.)",NA,NA,NA,NA,0.5299,0.1892,0.931,0.035,0.919,86.3,66.3,100,0.396712050525247,54.4074208893392,12.4896127638358,120340,20.507,NA,4.5138,NA,0.792973984532606,4.859,NA,5.51651843933282,28.2941802044251,8.15421535893155,40.8684981972976,18.1467388373132,13.4736953831098,21.0643244639628,53.5590809582617,78.3720892579587,38.0672334976919,4.08665704727173,NA,0.540141928775309,8.62623142316684,0.102686439298544,2.321,NA,NA,27.4848761841449,15.4434216953691,2071.92379478002,27.1942926179138,NA,11.0064316097709,NA,54.7975,38.3989228722758,73.837,76.803,70.836,NA,NA,NA,NA,-10384,NA,NA,6850540,30.0778916698538,64.763726655125,5.15838167502124,56.9265414658468,40.723,59.277,313,11041,43.2430946714221,NA,NA,18.9072309186047,3.12,106.695198216544,5.991,6.064,6.109,14.32,10.953,9.617,50.5494505494505,55,"Partly Free",4,5348.9873046875
"127","Non-democracy",5,6.08873231375481,"Mixed",2.629,"Sub-Saharan Africa","Unclear","Unclear","Unclear","No",0.4522,0.1413,0.572,0.396,2.584,18.6,9.1,65.9,0.110619493499888,105.440027087501,13.9733164916713,1266700,45.293,NA,0.0489753,0.0849297883341683,0.101640528098317,8.141,NA,0.674290125300979,71.2832893808268,68.9498208226686,72.9607862114681,7.33205324686021,9.88946633960572,5.49355011170973,21.384657372313,21.1607128377257,21.5456451711103,3.82175827026367,NA,1.35370281969671,3.98812628006034,0.263214327429396,6.82,NA,NA,0.842567300860504,36.4810258004149,507.710324511201,20.8342815509076,32.9,NA,NA,15.3108,41.8183048514542,61.576,62.794,60.407,38.0999984741211,29.7000007629395,46.2999992370605,48.2099990844727,-4405,NA,NA,25252722,48.9046408541622,48.6760060955013,2.41935305033651,19.9358348464514,83.249,16.751,249945,21901,94.1480776901599,1.1,13.7,NA,0.237,37.0158935503713,0.887,0.819,0.77,1.541,1.084,0.765,25.9036144578313,52,"Partly Free",3,1217.44604492188
"128","Democracy",6,2.51241964402632,"Majoritarian",2.84,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.4272,0.1158,0.923,0.323,2.966,59.5,26.3,89.2,0.324918175986874,86.1076368036576,40.4844252665327,910770,37.117,NA,0.0301639,1.13355766926241,0.577237752176447,13.083,NA,1.48199839667528,38.5536134997117,29.7720372968,45.2482057588857,14.4274072642744,12.3285455220485,16.0274643893179,47.0189792360139,57.8994171811515,38.7243377218503,0.381919115781784,NA,1.01270192678284,0.75156918029235,0.412375045473379,5.237,NA,NA,23.5664876972232,23.357058761851,2429.58529026503,31.4075340394769,35.1,21.7407887419939,NA,32.3318,43.8062756931255,52.676,53.07,52.285,63.1555404663086,53.25244140625,73.7295074462891,73.6727676391602,-76364,NA,NA,213401323,43.2860353993354,53.732346480655,2.98161812000954,234.308687154825,47.254,52.746,77132,383660,85.9885808328491,0.5,6.9,NA,0.0487,NA,6.65,5.393,4.412,11.209,10.002,8.992,3.61111111111111,51,"Partly Free",3,5076.3681640625
"129","Democracy",30,3.6842986392264,"Proportional",1.666,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","Yes",0.2957,0.0738,0.722,0.392,2.23,100,100,100,1.88738448617137,44.5798161267627,16.5344964314036,25220,10.2,7.4,26.9449,4.51852883870168,4.5385860648822,15.5,NA,4.23985892405984,11.1307326081526,9.22772022471222,12.4300779363085,30.889566320729,25.1738334017435,34.7913368784909,57.9797010711183,65.5984463735442,52.7785851852007,NA,NA,1.46631957337464,4.97315294989199,1.73587865398736,1.6,21.3,3.7,39.7101506740682,7.1474888442583,6064.92315120022,22.5805920939893,33.5,1.13519404250167,4.3,83.0182,40.062767146827,73.2463414634146,75.5,71.1,NA,97.7797393798828,NA,NA,-486,NA,NA,1837114,16.0657861581397,69.1659653977265,14.7682484441338,72.8435368754956,41.214,58.786,292,1842,17.0025588033897,NA,NA,17.186641898978,23,146.721411484074,14.651,15.801,16.57,41.018,36.083,33.262,41.6666666666667,64,"Not Free",2,16776.076171875
"130","Democracy",121,5.54084154301355,"Proportional",1.518,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.2525,0.0693,0.01,0.836,3.853,100,100,100,0.882753711361429,53.9993314183271,2.20715403409559,364270,10.4,NA,44.9392,10.6437746731695,8.18050707058754,7.8,30.860506330929,1.16614248366751,2.34763637698263,1.01667184268931,3.50859341084836,19.144160676676,6.99543247562851,29.7417054142684,78.5082382369382,91.9878199350094,66.7496350996777,6.9602198600769,NA,1.72188687044335,2.81683452885051,5.56430550286931,1.55,NA,NA,33.4581491750625,1.59886917714459,77812.7115682103,37.9019230417877,27.7,0.536736762637051,NA,99,46.4839576384419,83.1634146341463,84.7,81.7,NA,NA,NA,NA,10604,NA,NA,5408320,16.966313845532,64.9353574602061,18.098328694262,14.8470090866665,16.677,83.323,46042,5,5.43517540838279,15.4,17,25.5027658859496,4.33,71.2227137759599,4.151,4.369,4.558,11.793,12.584,13.371,44.9704142011834,8,"Free",1,64385.0078125
"131","Non-democracy",221,NA,NA,1.938,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","Yes","No","No","No",0.5623,0.1986,0.254,0.138,1.197,100,100,100,2.09825456470816,41.9658971890855,0.266914378029079,309500,18.419,NA,11.5853,1.78415367821848,19.6803164979932,3.796,NA,1.11350954397014,6.17154481947775,0.384596865445266,7.22542006248805,46.9849751780744,12.6134530659412,53.2444514594154,46.8434800024479,87.0016491320991,39.5301284780966,6.87769985198975,NA,6.55798322028562,9.97056448137009,1.33589639457576,2.623,NA,NA,0.0078620355411954,2.12077976136897,18300.7619953758,50.6336806853678,NA,0.243337475232116,NA,95.7747,16.0502232640301,72.541,74.716,70.984,97,95,99,100,-20664,86.25355,96.19256,4520471,26.7695667110794,70.4394519951571,2.79098129376342,14.6057221324717,12.956,87.044,295,53,4.43183103658661,0.4,15.5,NA,12.6,93.9161461607843,5.839,1.9,1.147,15.684,9.168,7.896,2.32558139534884,71,"Not Free",2,33814.11328125
"132","Non-democracy",4,4.63140929153332,"Majoritarian",2.812,"South Asia","No","Yes","Yes","Yes",0.4281,0.1665,0.888,0.253,1.106,94.9,91.9,99.9,1.27923482277416,69.956789212176,39.5781444582814,770880,27.519,15.9,1.23144,0.186796520104147,0.933715744700814,7.168,NA,1.46569376692451,37.0980386421407,67.6155798890913,28.2015649063218,25.4280538063611,14.5774370902445,28.5912269603776,37.4739075514981,17.8069830206642,43.2072117175536,1.6874612569809,NA,2.87198606564158,0.616039439073827,0.0694371421778603,3.47,3.4,11.9,4.7796803652968,22.6625080760743,1650.69267380687,18.8964082009484,29.6,3.97878815425614,21.6,24.9775,23.2714585447407,66.098,68.623,63.787,58,46,69,73,-471395,67.5748,37.40039,231402117,36.9401005457096,58.8384851700352,4.22141428425526,300.179167963885,62.56,37.44,1491070,132818,57.7723389626365,7.3,33,NA,1.07,27.030421558764,9.15,6.338,5.485,14.256,11.027,9.945,20.1754385964912,65,"Not Free",4,5157.54638671875
"133","Democracy",26,1,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","No","Unclear","No",0.4859,0.1609,NA,NA,NA,100,100,100,NA,43.8352884845583,0.652173913043478,460,12.7,NA,6.99364,NA,73.7294718153573,9.7,85.2366951554869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94417095184326,NA,NA,13.678433954997,NA,0.85,NA,NA,90.195652173913,3.50339454643678,12493.6121531707,11.9245509123548,NA,11.1953875003499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,18024,20.9637150466045,69.5211939636041,9.51509098979139,39.1826086956522,18.517,81.483,NA,5,NA,7.9,27.3,17.9294565123661,45,82.8001275691572,NA,NA,NA,NA,NA,NA,6.25,15,"Free",1.71606349206349,17605.48046875
"134","Democracy",30,4.84221637928113,"Mixed",2.012,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","Yes",0.5299,0.1892,0.48,0.558,3.025,95.3,85.6,99.8,1.45137053437908,53.7835817598671,7.61660825020221,74180,17.692,NA,14.8381,5.20732644748584,2.4980769968839,6.067,NA,3.08779166857748,15.6650116270356,8.67556680480078,20.4360055067644,16.8218429438603,9.50795580811214,21.8142022202085,67.5131454291042,81.8166152454844,57.7497922730271,3.71141004562378,NA,NA,2.0066366147897,-0.0130477687511777,2.325,NA,NA,56.6517026152602,2.6550734402089,14069.8794147746,26.2185358163611,50.9,12.7319238281632,NA,73.0556,40.7569504229124,76.223,79.594,73.05,96,95,96,99.25,5473,NA,NA,4351267,26.4082162735589,65.0264509164802,8.56533280996087,58.6582232407657,31.225,68.775,2542,118,40.853734241424,2.2,7.7,7.45946064719901,20.2,78.7627100301698,10.869,10.453,10.167,27.083,22.449,19.803,22.5352112676056,41,"Partly Free",1.97080952380952,31543.60546875
"135","Democracy",46,5.81675296983048,"Majoritarian",2.044,"Pacific (excl. Australia & New Zealand)",NA,NA,NA,NA,0.4628,0.1637,0.73,0.352,2.622,20.9,14,65.2,0.134155077903854,60.4796564799062,0.730910215077507,452860,25.514,NA,0.20973,0.679218123900031,0.463634273979523,6.683,52.5759644513328,2.67941267377445,18.9669824298024,14.0649617297056,23.6085487379899,11.3628536201808,4.62337281412369,17.7442520184888,69.6701639500168,81.3116654561707,58.6471992435213,1.34599995613098,NA,0.339121498498937,-0.0410230725868999,6.47545885637727,3.215,NA,NA,79.1022170207128,18.9899370245144,2387.06950318016,34.0494730560544,NA,NA,NA,25.7426,47.903751586125,65.351,68.415,62.948,NA,NA,NA,NA,10695,NA,NA,9949437,34.5827407118614,62.313189178443,3.10407010969565,21.9702270017224,86.544,13.456,11839,507,78.4225202857153,25.1,53.5,12.1465996811431,1.66,NA,2.275,2.906,3.486,3.218,4.08,4.901,0,29,"Free",3,3947.86547851562
"136","Democracy",18,3.87514289589429,"Proportional",2.087,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","Unclear",0.5299,0.1892,0.765,0.431,1.892,100,100,100,0.882661693730393,54.4386192902476,11.9154291467405,397300,20.627,16.1,10.8119,0.334734549512492,1.48116016008237,7.638,NA,4.58539341180521,19.7142692308056,14.7101899469176,23.1555615146253,19.4926429859707,9.05325182840639,26.6718382878741,60.793056257442,76.236558224676,50.1726001975006,3.41070008277893,NA,0.928803634265998,0.765490446184672,0.543231456503849,2.469,19.1,12.8,39.8261432167128,11.2789007802766,6259.73873939872,34.679689727134,42.9,7.83138038595728,12.5,77.0184,41.7575301724113,70.262,73.385,67.434,95,94,95,98.629997253418,-8230,NA,NA,6703799,29.0209103823071,64.7506436275909,6.22844599010203,16.8733929020891,37.504,62.496,4484,125,44.2394988409546,4.4,18.6,9.79425505793564,3.05,69.7422730211357,9.558,7.311,5.7,21.786,16.123,12.299,16.25,59,"Partly Free",2,13609.72265625
"137","Democracy",20,11.8246638839291,"Proportional",2.153,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Yes","Yes","No",0.5941,0.274,0.53,0.661,3.201,95.6,83.6,98.9,0.938756031804579,53.0238640820314,3.35179375,1280000,17.622,7.6,9.05771,4.76625346942668,1.65242241462384,7.988,34.854576014351,3.20606625061833,27.8582247596435,28.0669567859278,27.6821628707393,17.0251869648936,8.72689582401763,24.0250856750305,55.1165882754629,63.2061602800427,48.2927514542302,3.92721009254456,15.77045,1.18067972352829,3.15535335133475,0.869839103089523,2.192,22.4,8.1,56.373072890625,7.12151916027232,6438.74995027929,35.7353309501582,40.1,5.71389863958169,6.1,71.1078,45.975899260784,72.377,74.746,70.121,94,92,97,99.120002746582,68012,95.65167,89.30975,33715471,26.3300737170471,65.3492833401425,8.3206429428104,26.34021171875,21.5,78.5,5790,3521,53.4577483433866,3,13.2,15.9225447315513,6.44,55.2742548782987,5.549,5.097,4.712,10.727,9.563,8.539,40,45,"Partly Free",1,12735.16796875
"138","Democracy",35,5.92121947751988,"Mixed",2.32,"South-East Asia","No","Yes","Yes","No",0.454,0.1662,0.731,0.281,2.412,97.5,96.5,98.6,0.370116475183254,56.1595930537703,18.7476942683704,298170,21.813,8.3,8.50898,0.211119263254655,1.28329626869357,7.311,NA,2.84002611393426,24.3255089698013,15.3112467322807,29.983006772361,18.8641821761375,8.67994610354485,25.2559749394086,56.8103111748047,76.0088131826281,44.7610145109503,3.87249755859375,NA,1.40682590650867,3.04078855310047,0.57122374841928,2.748,43.4,5.5,24.226045544488,10.0691640204876,3328.04235516784,28.8898091185459,40.7,4.31596781848061,4.5,63.4019,38.7319293268576,69.266,71.482,67.172,98,99,98,99,-80125,NA,NA,113880328,30.6367821490644,64.0370521236995,5.32616572723605,381.930871650401,52.316,47.684,801,521,36.4318461800063,6.5,39.3,14.1300039313539,4.13,63.4846098136712,3.829,3.398,3.126,10.311,8.49,7.436,27.9605263157895,44,"Partly Free",5,8731.861328125
"139","Democracy",32,3.41317896662594,"Proportional",1.513,"Eastern Europe & post-Soviet (incl. Central Asia)","Unclear","Unclear","Unclear","Yes",0.3465,0.1048,0.142,0.425,3.077,100,100,100,1.0358698149509,51.9885236904738,36.193270173146,306100,8.8,2.8,22.8166,2.17346050071047,8.66889355596999,13.8,58.2209491726909,4.028246068901,8.39885371472662,7.01156531806085,9.54572604971919,30.9331739734948,16.9062238891022,42.5291622049496,60.6679668059799,76.082210792837,47.9251117453312,4.67303991317749,NA,2.22199525295471,5.30890265442735,1.4911658456536,1.33,27.8,3,31.0192747468148,2.24185593291838,15863.2311070414,28.104717740495,28.5,0.712649984922754,10.4,85.3749,45.2687767522785,75.5024390243902,79.6,71.6,99.8000030517578,99.8000030517578,99.8000030517578,99.9000015258789,-2968,NA,NA,37747124,15.3692941127502,65.7944426901566,18.8362631970932,123.316314929762,39.925,60.075,4875,887,19.7263573982436,20.1,27.9,19.093627413349,14,112.081813490052,3.387,3.363,3.343,12.472,11.915,11.528,28.322440087146,34,"Partly Free",2,33159.75
"140","Democracy",45,3.98223921310953,"Proportional",1.349,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3539,0.0965,0.135,0.817,3.769,100,100,100,1.00652206944809,56.0159102085335,10.5368416341359,91605.6,7.7,0.3,41.5146,6.02839917564331,3.81547431144168,12,147.189213931092,4.81984252118929,5.18763393524594,3.33827097604461,7.0053560487776,23.9295978204894,15.5479610440098,32.1678327437068,70.8827474791103,81.1137679799456,60.8267700324789,4.78316020965576,NA,1.53634038088802,3.07236641831478,-0.612539108526978,1.35,14,0.1,36.154994891142,2.15037213356086,20807.5276813416,19.2426810934338,34.6,0.796882208078967,2.8,82.309,49.739948155306,81.3780487804878,84.4,78.5,96.7799987792969,95.9199981689453,97.7600021362305,99.7099990844727,27295,NA,NA,10361831,13.3432969524212,64.0960299425574,22.5606731050214,113.113510527741,33.151,66.849,2651,26,15.9791841742911,20.2,30.5,21.545073186115,51.2,85.6259080141689,6.899,6.577,6.259,26.379,23.421,21.004,40,17,"Free",2,34945.66015625
"141","Non-democracy",50,NA,NA,1.643,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)",NA,NA,NA,NA,0.5686,0.2429,0.393,0.084,0.296,100,100,100,1.07462278297993,20.7213906889227,1.82767624020888,11490,9.816,NA,11.0796,6.31264632913484,39.6353369404088,1.311,NA,0.253217957180026,1.30792206461849,0.0102961869787555,1.55828426196705,40.9200617855541,3.89227068363561,48.0641541645547,57.7719656879244,96.0974331293856,50.3775013755233,3.2336699962616,NA,6.4523551123317,-0.608353846418717,0.0889602860843453,1.801,NA,NA,0,0.298239680088491,61022.5028952733,59.9840087955078,NA,0.334792159167632,NA,100,16.2235365317179,79.272,80.937,78.314,NA,NA,NA,NA,-30801,94.09431,NA,2688235,15.7689524911327,82.8353919951195,1.39565551374787,233.963011314186,0.721999999999994,99.278,197,47,0.393804889962719,1.9,21.7,NA,16.3,92.7791585715124,0.45,0.14,0.08,2.126,0.771,0.359,4.44444444444444,70,"Not Free",1,90840.4296875
"142","Democracy",30,5.90447318164663,"Proportional",1.581,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","No",0.3577,0.1004,0.305,0.611,2.5,100,100,100,1.43685692934918,53.7288950020094,37.3261474269819,230080,10.1,5.4,31.695,8.28299993841157,4.19019207084342,17.5,55.9129588026068,1.1388092440847,18.4678901028634,17.692393975794,19.0355883267544,32.9430091909778,22.6294117984969,40.4930287426727,48.5891007061588,59.6781942257091,40.4713829305729,3.32452988624573,NA,1.86366582653499,4.10699673507739,0.468670956548501,1.81,17.2,5,30.1158292767733,4.7625923626626,11607.4025957948,26.0492857646243,33.9,1.26238064294495,15.6,83.5904,42.0220283645497,72.809756097561,76.6,69.2,99,99,99,100,-12724,NA,NA,19122059,16.0267810949186,65.0495794823826,18.9236394226988,83.1104789638387,45.671,54.329,4200,1417,23.4964893956056,20,35.9,14.6626856945539,13.5,86.8531207651432,5.049,5.59,5.982,21.193,21.002,20.889,18.5410334346505,38,"Partly Free",1,30006.3359375
"143","Non-democracy",22,10.9828497310026,"Mixed",3.163,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Yes","Yes","Unclear",0.5077,0.2376,0.714,0.095,0.474,100,100,99.2,1.97395326580114,49.9543263609349,7.42809828740168,16376870,9.6,26.8,23.7409,2.31832945638406,13.3522530887427,16.7,19.2018702788481,1.28053130034575,5.85299559804234,3.91741106170305,7.67731813318415,26.6248626328345,15.1298895937579,37.4590830088709,67.5221417691232,80.9527022592014,54.8635961108241,3.99480700492859,NA,3.7204513646667,2.1943240262796,3.57399617129425,1.505,24.3,31.7,49.7843360788722,3.93760010064737,10206.9453125,31.4020723783502,35.1,6.79931955806077,16.6,88.2138,48.5598146646984,69.900243902439,74.51,65.51,100,100,100,100,320617,NA,NA,144746762,17.719607735911,66.6869722769909,15.5934199870981,8.83848757424343,25.066,74.934,10901,68547,6.66469054902884,12.8,40.8,11.606494475109,16.4,50.196441103259,4.791,4.715,4.644,17.316,16.141,15.218,16.2222222222222,83,"Not Free",4,27254.57421875
"144","Non-democracy",59,NA,NA,2.041,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.5394,0.1989,0.361,0.11,1.759,48.7,38.2,98,0.70028627703005,72.5116726992432,51.4146736927442,24670,29.976,4.1,0.238872,2.12789965139705,0.117814083730306,6.28,NA,0.0434808412388091,56.2465530072676,65.9642094664265,47.92915879176,14.3611184434504,7.33288642280428,20.3765945101704,29.392328549282,26.7029041107692,31.6942006122956,5.58984994888306,19.82273,1.51203855994152,1.91427196306746,9.03401101946248e-06,3.821,21.8,4.5,11.2282124037292,24.0703110971808,889.167990929154,20.4051313284351,NA,3.59034703252303,0.5,29.432,47.0544924849922,66.072,68.164,63.798,80.0508575439453,77.8100891113281,82.9077682495117,91.5131683349609,-6112,94.78978,35.87144,13461888,38.8891639452491,57.9670941389163,3.14374191583461,545.678475881638,82.432,17.568,121896,248219,64.4857130299243,7.2,20.1,15.0744684401213,0.0891,54.6383128041512,17.471,15.793,14.302,24.27,23.272,22.379,61.25,79,"Not Free",3,2191.40161132812
